0.7399996, 0, 0, 37.53633, 5.798958, 0, 9456.133, -891.8635, -2.947957, 0.01947593, 0.1574723, 141.1693, 2.158939, 1.732906, 25.85516
1.009999, 0.08200651, -0.2142748, 52.64117, 6.2124, 0.0529732510948308566865929415, 19674.78, -906.7148, -2.947957, 0.01947593, 0.1574723, 204.1234, 2.158939, 1.709535, 26.30798
 
1.019999, 0.2069028, -0.2134547, 53.20617, 6.217291, 0.033478901379264156722303, 20131.57, -907.28, -2.947957, 0.01947593, 0.1574723, 206.5016, 2.158939, 1.708669, 26.32475
 
1.029999, 0.3321744, -0.2113857, 53.77146, 6.222093, 0.014460804602752054361029, 20593.47, -907.8463, -2.947957, 0.01947593, 0.1574723, 208.8799, 2.158939, 1.707803, 26.34152
 
1.039999, 0.4569065, -0.2080639, 54.33703, 6.226804, -0.0039789840049469323897057, 21060.46, -908.4138, -2.947957, 0.01947593, 0.1574723, 211.2582, 2.158939, 1.706938, 26.35829
 
1.049999, 0.5801424, -0.2034949, 54.90305, 6.231601, -0.021740070551071474771235, 21532.51, -908.9824, -2.947957, 0.01947593, 0.1574723, 213.6364, 2.158939, 1.706072, 26.37506
 
1.059999, 0.7008894, -0.1976935, 55.46931, 6.236309, -0.038724910434806515006847, 22009.62, -909.5519, -2.947957, 0.01947593, 0.1574723, 216.0146, 2.158939, 1.705207, 26.39183
 
1.069999, 0.8181272, -0.1906846, 56.03598, 6.241101, -0.0548389883404572932339369415, 22491.76, -910.1226, -2.947957, 0.01947593, 0.1574723, 218.3927, 2.158939, 1.704341, 26.4086
 
1.079999, 0.9308156, -0.1825033, 56.60296, 6.245894, -0.069992073689839263064904, 22978.91, -910.6945, -2.947957, 0.01947593, 0.1574723, 220.7705, 2.158939, 1.703475, 26.42537
 
1.089999, 1, -0.1731951, 57.17015, 6.250594, -0.0840982197423114110332240585, 23471.06, -911.2675, -2.947957, 0.01947593, 0.1574723, 223.1482, 2.158939, 1.70261, 26.44214
 
1.099999, 1, -0.1631951, 57.73536, 6.25351, -0.09709506786270074718375, 23967.74, -911.8414, -2.947957, 0.01947593, 0.1574723, 225.5234, 2.158939, 1.701744, 26.45891
 
1.109999, 1, -0.1531951, 58.29488, 6.251159, -0.10897245743632864087887, 24468.73, -912.4164, -2.947957, 0.01947593, 0.1574723, 227.8954, 2.158939, 1.700879, 26.47569
 
1.119999, 1, -0.1431951, 58.8537, 6.24852, -0.11975269861712679543932, 24973.98, -912.9927, -2.947957, 0.01947593, 0.1574723, 230.2639, 2.158939, 1.700013, 26.49246
 
1.129999, 1, -0.1331951, 59.41204, 6.245863, -0.12945451069520337145406, 25483.46, -913.5698, -2.947957, 0.01947593, 0.1574723, 232.6291, 2.158939, 1.699147, 26.50923
 
1.139999, 1, -0.1231951, 59.96982, 6.243095, -0.1380970629436018218339, 25997.12, -914.1481, -2.947957, 0.01947593, 0.1574723, 234.9908, 2.158939, 1.698282, 26.526
 
1.149999, 1, -0.1131951, 60.52096, 6.235468, -0.14569934464219148256091, 26513.65, -914.7275, -2.947957, 0.01947593, 0.1574723, 237.3433, 2.158939, 1.697416, 26.54277
 
